,statistical_parity_difference,average_abs_odds_difference,equal_opportunity_difference,disparate_impact,theil_index
mitigation_27,0.2529113134979702,0.06896165387341568,0.05641325470511227,1.661586007785698,0.08405297833978333
mitigation_28,0.2551613869519298,0.07205662795601553,0.06121886469363835,1.6647199255038647,0.08447524521254526
mitigation_29,0.25212385616964733,0.06965015406424419,0.056832646987192814,1.6487291793542513,0.08414403402389917
mitigation_30,0.25155384903159894,0.06870347245801006,0.059095984957679315,1.6468937076602583,0.08395780285404067
mitigation_31,0.24854700126967266,0.06652711447886756,0.05557645256245225,1.6336935569454845,0.08409154666744968
mitigation_32,0.25031766080240847,0.06712490728892179,0.05757480685891403,1.6457120552028814,0.08394857744342785
mitigation_33,0.2513040173360168,0.06911461057427759,0.0584574249651626,1.6378401635477982,0.08349524191377936
mitigation_34,0.24975105063426278,0.06750521196434145,0.0571344890165405,1.6358909728914917,0.08376830907783628
mitigation_35,0.25779348717048284,0.07478667224188174,0.062255891407942854,1.6640746776492086,0.08353645151579928
mitigation_36,0.24632542706970317,0.0632403718647756,0.05297441420729532,1.6380186022781063,0.08448175079251952
mitigation_37,0.24978318949886313,0.06719247225267228,0.0568555549689872,1.634898263951089,0.08334233827405524
mitigation_38,0.24721342588385187,0.06419483306999696,0.050623409152634524,1.6377565368710312,0.0840425535580876
mitigation_39,0.25453341074307173,0.07219939704845718,0.05975047774522613,1.6496380281301601,0.08356735808465739
mitigation_40,0.24616910027943384,0.06336108375212718,0.05151997763241167,1.6327887889363608,0.08408801421851762
mitigation_41,0.2538665017298077,0.07063988945756389,0.05627477889208621,1.6520447579388686,0.08320822169246725
mitigation_42,0.2558295091687306,0.07275461573031389,0.05596596167597434,1.659230493773127,0.0833781906979538
mitigation_43,0.24778949903958397,0.06594641766447679,0.05712751382977621,1.6255526493254384,0.08362085484753067
mitigation_44,0.24794679639268263,0.0657064293153527,0.05623094534999906,1.6284103643511938,0.08354384203542813
mitigation_45,0.2529502463023762,0.07021106393013615,0.057869673701497426,1.6441402693200604,0.08312040816015039
mitigation_46,0.2512462909059145,0.069706427246786,0.05530647612316475,1.624891577885345,0.08228409058851581
mitigation_47,0.24886475030506555,0.06681730600379732,0.053342997760524424,1.6322077188515303,0.08365382715214302
mitigation_48,0.24512914220774806,0.06331156485595463,0.05220435358851694,1.6179476428843902,0.08353534299367428
mitigation_49,0.2590009335049758,0.07654970901752534,0.06204369888427119,1.6580102526167428,0.08282185080705873
mitigation_50,0.25333227306696976,0.07072197081841142,0.058641716741777206,1.640620601195206,0.08269182189296208
mitigation_51,0.2516821618492928,0.06865560707461432,0.055216826617488834,1.6434004577717154,0.08316779923238081
mitigation_52,0.24902617255018916,0.06721300646207412,0.055790627507625534,1.6256747926837583,0.08309283255507695
mitigation_53,0.253076375353704,0.07000112638527906,0.05615025345258895,1.6458149313549448,0.08291081569748271
mitigation_54,0.2531394398793679,0.07058666876585445,0.054827317503966855,1.6466549029408093,0.08334482829544688
mitigation_55,0.24845640805284808,0.06674891083355589,0.05555552700215938,1.6233509246510147,0.08310710178821468
mitigation_56,0.24753918206258718,0.06637285849909041,0.053990515361306946,1.6180067836037026,0.08316465763949007
mitigation_57,0.2500405430563729,0.06800168841786036,0.05578365232086124,1.6265292541431577,0.08260450793405447
mitigation_58,0.24630202327056727,0.06461664146873508,0.05387994029533816,1.6189288513493287,0.08336685209750527
mitigation_59,0.25219468519794624,0.07036430538413391,0.05691532130610444,1.6314761428844826,0.08257334356018585
mitigation_60,0.24889907293603197,0.06656250980460987,0.054108065614040024,1.626251952229621,0.08271114761105194
mitigation_61,0.2549833548474761,0.07347091737457973,0.059605026745435885,1.635687669376694,0.08235912637283697
mitigation_62,0.26109152583947065,0.07852766652346943,0.06258761660584922,1.6633215508098558,0.0825642738699761
mitigation_63,0.2496592442139015,0.06756448195899067,0.05641523712661367,1.6282646840214734,0.08296147807739629
mitigation_64,0.24915375744576096,0.06735847240409265,0.054887083841084094,1.624010266785039,0.0828020200195412
mitigation_65,0.2515620988156486,0.07013877185823086,0.05570296042345113,1.6278023402941757,0.08263841732246395
mitigation_66,0.2515258350590235,0.06923665973063514,0.05345357282649321,1.6381980709328303,0.08312508822315043
mitigation_67,0.24791441488737503,0.06536620580141078,0.05228504548592705,1.6299454834007845,0.08330156180864909
mitigation_68,0.251622009012117,0.07029566452110275,0.055018584467345755,1.6357868118620171,0.08365185067921722
mitigation_69,0.2470617092670221,0.06486169896564326,0.05477650877511531,1.6220253043643418,0.08307320500635974
mitigation_70,0.2472204624643649,0.06542998073000916,0.05524670978604751,1.6215828770532603,0.08330722707594122
mitigation_71,0.24655403873251552,0.064293343433169,0.052123661691106826,1.6226824839425718,0.08318354933336285
mitigation_72,0.24611016064579488,0.06409452185979625,0.05216749523319397,1.622506981194712,0.08354293219055715
mitigation_73,0.24997650796787968,0.0683300623010411,0.055790627507625534,1.6279126850378671,0.0831214393778205
mitigation_74,0.25134003845193464,0.0693712336183171,0.05562226852604102,1.6279922884192914,0.08230865618155868
mitigation_75,0.24684256059179632,0.06544366919788963,0.05305011333944265,1.615732346957444,0.08292638703987895
mitigation_76,0.25124507770237775,0.07002640941168631,0.05613630307906037,1.627606111708193,0.0829291162523979
mitigation_77,0.2530500598660799,0.07152025794422617,0.058127682188757857,1.6333167623614986,0.08275869882073249
mitigation_78,0.2509906358333561,0.06903721525113066,0.05601875282632729,1.6293092196228085,0.08264740518973654
mitigation_79,0.2518095041041573,0.06932834894112527,0.054709767251233776,1.6422189273963461,0.08339756394750751
mitigation_80,0.25396413152714536,0.07172025337148763,0.057597714840708414,1.6460971849899804,0.08334233827405521
mitigation_81,0.2451919640927046,0.0635779337044437,0.05213063687787112,1.619292015479431,0.08383996326086014
mitigation_82,0.2547897937377521,0.07212575658515918,0.057855723327968844,1.64327652551451,0.0823521167945076
mitigation_83,0.2515314157952924,0.0704061127546512,0.05464500814885376,1.625502242427966,0.08254736112355401
mitigation_84,0.24851704617143844,0.06650446954294892,0.05388691548210245,1.629653582696935,0.08353710765906114
mitigation_85,0.2498822751404448,0.06824238563545693,0.05512218434655014,1.625884471278596,0.0828781662483353
mitigation_86,0.25102180413512704,0.0688514808131836,0.052815012833976493,1.630538350658896,0.0824567700196965
mitigation_87,0.24855209672452694,0.06675407264351124,0.054769533588351016,1.6221088448519454,0.08279950560600595
mitigation_88,0.25434931262093435,0.07218477559458192,0.055343334478487716,1.6353102059076976,0.08183518951854853
mitigation_89,0.25317521835457835,0.07088033039749725,0.05613630307906037,1.63716334726821,0.08246825043168057
mitigation_90,0.24763001792011918,0.06529696132865043,0.05611339509726598,1.62765785671794,0.08349827167967024
mitigation_91,0.23971880589008115,0.05963624021918418,0.048244503350916346,1.591055686855494,0.0834738146072801
mitigation_92,0.2552665386111952,0.07336268720319117,0.05679777105337147,1.6407421331483298,0.08241884827220769
mitigation_93,0.2538665017298077,0.0710409464295832,0.05401144092159982,1.6520447579388686,0.08342426756692752
mitigation_94,0.2501990536130084,0.0683474511570647,0.05515904270187311,1.6266282306756115,0.08267344702103033
mitigation_95,0.24997747853070906,0.06811413133234384,0.05578365232086124,1.6257260519564345,0.08267094205137834
mitigation_96,0.24772376546613933,0.06542983728080043,0.05084455928457199,1.6308309848949116,0.08362137097360867
mitigation_97,0.2541864345315667,0.07130712057428507,0.057862698514733135,1.64531162324986,0.08265890200827748
mitigation_98,0.25276517761740935,0.0712436199475322,0.05875229180774599,1.632153062958296,0.08276553962793762
mitigation_99,0.2514676233475065,0.06992497600451508,0.056011777639563,1.6263296402392324,0.08240882516647433
mitigation_100,0.24728668131922427,0.06560519751376431,0.053278238658144406,1.6153824999005066,0.0824800779605286
mitigation_101,0.2501070045519397,0.06877805877263149,0.05522578422575464,1.6197647256886718,0.08225859075330409
mitigation_102,0.25045543660768876,0.06959529453322977,0.05479941675690969,1.620628139721555,0.0825833087220391
mitigation_103,0.25076445057761726,0.06791596824274576,0.0552536849728118,1.6389861689504828,0.08315446007940278
mitigation_104,0.25574570989171164,0.07549635943111038,0.05718030498012916,1.6327448090609253,0.08257639377788657
mitigation_105,0.25415647943333247,0.07210102852672534,0.058759266994510284,1.6412163790335281,0.08289166567843503
mitigation_106,0.2513383399669832,0.06899358492239471,0.05699601320351455,1.6318358268669477,0.08255190192567229
mitigation_107,0.24839334352718412,0.06683171184971431,0.054578266624972116,1.6225499808576598,0.08310216950331545
mitigation_108,0.24696699115817267,0.06541282356280947,0.05446769155900344,1.6210938691823746,0.08350267590259795
mitigation_109,0.25032494002362876,0.06823409066635566,0.05512218434655014,1.6287879069115434,0.08269736474144158
mitigation_110,0.2569453917235696,0.07482160928203829,0.05796629839393752,1.6448537349325558,0.08213079792420508
mitigation_111,0.2523171746386639,0.06978535635245964,0.05700996357704313,1.641493978849563,0.08318246317004105
mitigation_112,0.25526581068907306,0.07377871477088516,0.06047868724341865,1.6424247184967096,0.08314046381622017
mitigation_113,0.25824197543064314,0.0764675323148925,0.06106643850708393,1.653088415610381,0.08304108618623089
mitigation_114,0.2547893084563375,0.07217817534388521,0.055474835104749265,1.6444082805822284,0.0824150108779013
mitigation_115,0.24880581067142654,0.06689734899884259,0.054571291438207936,1.622053907148758,0.08258974603636221
mitigation_116,0.25529479522447796,0.07388402946798583,0.05556947737568796,1.648803247585207,0.0837171324318132
mitigation_117,0.2508649920634431,0.06957362325301086,0.05601875282632729,1.6266071180635906,0.08289345227768359
mitigation_118,0.2509584969687558,0.06843674756751628,0.056055611181650256,1.6302791029681956,0.08232339620612503
mitigation_119,0.2565660340067569,0.0745762941000731,0.057025896372073226,1.6421671800302222,0.08201636487862557
mitigation_120,0.2574187396271097,0.07540711648731052,0.06086819635694074,1.6502256993923123,0.08282219294368157
mitigation_121,0.2570703075713606,0.07493887337424171,0.060633095851474694,1.6493455790193032,0.0827457979090634
mitigation_122,0.2505470003873428,0.068110589267256,0.05679777105337147,1.6285960003364781,0.08238548145122258
mitigation_123,0.25861987730321173,0.07617933795013726,0.059743502558461836,1.6593220758362706,0.08301760985334695
mitigation_124,0.26071022699699914,0.07852863307699892,0.06107341369384822,1.6652417002898956,0.08316767955251403
mitigation_125,0.23683153588038436,0.056110587768071485,0.045649440182523815,1.593996656203009,0.08447042932018094
mitigation_126,0.254224154132436,0.07398302920503891,0.05570296042345113,1.6315025536524546,0.08297475012642729
mitigation_127,0.249591569514798,0.06652918540715047,0.05420270788497872,1.6380560660391243,0.0832819242510994
mitigation_128,0.24915108839798022,0.06716711277854248,0.055290543328134656,1.6300473212734325,0.08342180002072719
mitigation_129,0.2479823322271858,0.06670572760122745,0.05496777573849421,1.6197988797247826,0.08317007915408295
mitigation_130,0.24940795667407528,0.06723410790047318,0.05550471827330794,1.622869262232995,0.08227771544363435
mitigation_131,0.247886643555507,0.06607706724686785,0.052895704731386606,1.6210336909758587,0.08283546343392514
mitigation_132,0.2559281095288976,0.07319582394725094,0.05770828990667709,1.6508839829525788,0.0827453628672276
mitigation_133,0.25127600336344136,0.06923926673282849,0.05593806092891718,1.6293753665470418,0.08246874622780576
mitigation_134,0.25352365041032743,0.0713632671247812,0.05906808421062215,1.6380402424729597,0.08268755892248843
mitigation_135,0.24943548536523602,0.0671397027443782,0.053806223584692336,1.6323355684206817,0.08326185768035213
mitigation_136,0.2502618754979649,0.06818312113520947,0.056371403584526414,1.6279803948158624,0.08269268114683455
mitigation_137,0.2459830610316377,0.06376337595153653,0.04884620498811032,1.6230834560705178,0.08333842710042304
mitigation_138,0.24861516125019084,0.06701279013282724,0.05594503611568147,1.6229082539627273,0.08309017474391439
mitigation_139,0.2516256486227272,0.07036749301498563,0.05668022080063839,1.6275148003859485,0.0827566934346453
mitigation_140,0.24877464236965563,0.0674544985104838,0.05453443308288497,1.6208459200365084,0.08292168478495415
