,statistical_parity_difference,average_abs_odds_difference,equal_opportunity_difference,disparate_impact,theil_index
mitigation_0,-0.6024848773674618,-0.38265656594632,-0.3270207633778318,0.2546736614446556,0.11948180666920727
mitigation_1,-0.33854998344559356,-0.2460977199359034,-0.3387075549211197,0.31350146128997824,0.12499065124119975
mitigation_2,0.13259823455802544,0.027967496545250492,0.09104556867295233,1.6107634748485984,0.11986707849838948
mitigation_3,0.10314639005221293,-0.0025988333429055044,0.042609916240806234,1.4458946008423752,0.12243020958438655
mitigation_4,0.1930305729971678,0.06981170268840142,0.12458176611545113,2.0602947883401805,0.12404631867975818
mitigation_5,0.17091986673120738,0.04251896727230653,0.08372152114724052,1.900406254966404,0.12750206108590087
mitigation_6,0.1657981818881087,0.03409938935739437,0.07493527111942022,1.8203099029168137,0.12350229445226456
mitigation_7,0.1558410194919901,0.01937480333145536,0.05300961474260535,1.7304116808688133,0.12205276887796537
mitigation_8,0.15969729111465467,0.026139874742781344,0.06360085464378706,1.7744955767690938,0.12358904507002469
mitigation_9,0.16419393630783183,0.03267093347306227,0.07372693685873899,1.8040406441114691,0.12354790621829145
mitigation_10,0.16763679327230785,0.03992041771267546,0.08354940538455258,1.8719708544551266,0.12725881684947926
mitigation_11,0.15759698644822887,0.022634782984750967,0.057434733257661685,1.7548263265919262,0.12337977122188976
mitigation_12,0.19879889311039736,0.07176874658728721,0.13305121424388833,2.0946014501407846,0.12162807521566929
mitigation_13,0.14807225165638147,0.005867418489188758,0.03671974548784651,1.7004252651133913,0.12593088207056446
mitigation_14,0.15660535618294352,0.018616754197708973,0.056051507403735545,1.7638669072610695,0.1262892180910934
mitigation_15,0.15602527613189648,0.017549710300454657,0.0541196772771374,1.7610374768676447,0.12633194398491163
mitigation_16,0.15602231224381125,0.015999576128680026,0.0515861006438173,1.7493508878346795,0.12488632792003462
mitigation_17,0.1549226929239129,0.01644726994016482,0.05280396176671287,1.7539512687845582,0.1265520477501009
mitigation_18,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_19,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_20,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_21,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_22,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_23,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_24,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_25,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_26,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_27,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_28,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_29,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_30,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_31,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_32,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_33,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_34,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_35,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_36,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_37,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_38,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_39,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_40,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_41,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_42,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_43,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_44,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_45,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_46,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_47,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_48,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_49,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_50,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_51,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_52,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_53,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_54,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_55,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_56,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_57,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_58,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_59,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_60,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_61,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_62,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_63,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_64,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_65,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_66,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_67,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_68,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_69,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_70,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_71,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_72,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_73,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_74,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_75,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_76,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_77,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_78,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_79,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_80,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_81,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_82,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_83,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_84,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_85,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_86,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_87,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_88,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_89,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_90,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_91,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_92,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_93,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_94,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_95,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_96,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_97,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_98,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_99,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_100,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_101,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_102,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_103,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
mitigation_104,0.15463071289891536,0.01467962012181484,0.049621652388042836,1.744952382729516,0.12557875894084178
mitigation_105,0.1546311978987839,0.015368308785141616,0.051201287382606875,1.7468348629867514,0.12588325404701758
