,acc,prec,rec,f1
mitigation_98,0.8236408859410163,0.7926854980205265,0.766288637864524,0.7772209968600023
mitigation_99,0.8165344072012318,0.7833371776640652,0.7574603236618953,0.7681172466318091
mitigation_100,0.8231671206916973,0.794335667128407,0.7609556588738415,0.7741287419684524
mitigation_101,0.8193769986971455,0.7874699638366393,0.7600633923343693,0.7712711241668756
mitigation_102,0.81736349638754,0.7844639789512386,0.7584030216257545,0.7691335465820481
mitigation_103,0.8171266137628805,0.7841012716188791,0.758235685615045,0.7688973510755606
mitigation_104,0.8211536183820917,0.7906309786886239,0.7604853612531466,0.7726103497763939
mitigation_105,0.8204429705081132,0.7889202896268063,0.76129243361773,0.7725897109166848
mitigation_106,0.8210351770697619,0.7899507145873358,0.7614727590269197,0.7730583263251849
mitigation_107,0.8166528485135616,0.785203759086962,0.7536167504771145,0.7661044051478433
