,acc,prec,rec,f1
mitigation_97,0.7907142011133483,0.763049939794751,0.8088399741378702,0.7711258898342275
mitigation_98,0.7883453748667535,0.7614367856043951,0.8076426432659431,0.7690227099648144
mitigation_99,0.786331872557148,0.7602492948933253,0.8069343310276642,0.7673269002567609
mitigation_100,0.787634726992775,0.7613099152335477,0.8079736863953585,0.7685918123811636
mitigation_101,0.7850290181215208,0.7595044814233227,0.8064900122039298,0.7662343148132642
mitigation_102,0.7851474594338506,0.7595318853307305,0.8064546729004927,0.7663118734230676
mitigation_103,0.791780172924316,0.7637176823023801,0.809235964259687,0.7720316925653808
mitigation_104,0.78538434205851,0.7598368704246129,0.8068600235287862,0.7666036535177521
mitigation_105,0.7873978443681156,0.7601654752507073,0.8059022334439773,0.7678147173337642
mitigation_106,0.7891744640530617,0.7621398914258082,0.8083473266122183,0.7698413573542447
mitigation_107,0.7891744640530617,0.7623779125593386,0.8088233558473863,0.7699790533566975
mitigation_108,0.7884638161790832,0.761528630549437,0.8077263112712979,0.769134699001776
mitigation_109,0.7900035532393699,0.7634385293999743,0.8102420830464134,0.771003137925298
mitigation_110,0.7869240791187966,0.7607643003587314,0.80747167836323,0.7679204209720651
mitigation_111,0.7908326424256781,0.7631429728635075,0.808923642143225,0.771238076265993
mitigation_112,0.7903588771763591,0.762713083903968,0.808469962813014,0.7707546791227282
mitigation_113,0.7890560227407319,0.7618701915411044,0.8079066366804877,0.7696256331874284
mitigation_114,0.7910695250503376,0.7633868817849176,0.8092099854627264,0.7714971497923054
mitigation_115,0.7878716096174345,0.7612502228998685,0.8076649931709001,0.7686782966859609
mitigation_116,0.7889375814284022,0.760787345396355,0.8057998444256691,0.7689194972420413
mitigation_117,0.788582257491413,0.7620398713210121,0.8086430304381965,0.7694875334411788
mitigation_118,0.787634726992775,0.7611279081684944,0.8076166644689826,0.7684888291337397
mitigation_119,0.7865687551818075,0.7604306911289528,0.8071016670383737,0.767550564975653
mitigation_120,0.7892929053653914,0.7622319799401619,0.8084309946175732,0.769953414335654
mitigation_121,0.7910695250503376,0.763793693698061,0.8100430366242704,0.7717387666021942
mitigation_122,0.788108492242094,0.761493368066547,0.8079513364904016,0.7689366123792205
mitigation_123,0.7918986142366458,0.7638113452701816,0.8093196322650418,0.7721439708216016
mitigation_124,0.7920170555489755,0.7639050546194377,0.8094033002703965,0.772256259228241
mitigation_125,0.7883453748667535,0.7609036760364576,0.8065715774868153,0.7687102818712759
mitigation_126,0.7856212246831695,0.7591531861511953,0.8053612572164078,0.7663458220602577
mitigation_127,0.7930830273599432,0.7644156770009216,0.8094422684658374,0.7730578358663933
mitigation_128,0.791306407674997,0.763978938329933,0.8102103726349799,0.7719632037785344
mitigation_129,0.7888191401160725,0.7621627305919775,0.808691359140114,0.7696772698204999
mitigation_130,0.7884638161790832,0.7620088565673426,0.8086783697416338,0.7694097861085556
mitigation_131,0.7890560227407319,0.7625260858743701,0.8092157170771995,0.7700040879880894
mitigation_132,0.7928461447352837,0.7647315807867134,0.8103459982342558,0.7731467849508031
mitigation_133,0.7877531683051048,0.7611588103949627,0.8075813251655453,0.768566355731918
mitigation_134,0.7875162856804453,0.7606150337352982,0.8066999453020839,0.7681352632547696
mitigation_135,0.7909510837380078,0.7631783774986878,0.8088883028397877,0.7713155630677281
mitigation_136,0.788582257491413,0.7620398713210121,0.8086430304381965,0.7694875334411788
mitigation_137,0.7908326424256781,0.762970042989629,0.808566620216849,0.7711338304114033
mitigation_138,0.7900035532393699,0.7631401409443611,0.8096470465024536,0.7708322690361589
mitigation_139,0.788108492242094,0.7616140471893991,0.8081893511079855,0.7690053069270832
mitigation_140,0.7877531683051048,0.7615227122158046,0.8082953690182972,0.7687722075547316
